model,split,epoch,accuracy
Xenova/bge-small-en-v1.5,train,25,0.9662263989448547
Xenova/bge-small-en-v1.5,val,25,0.3619937598705292
Xenova/bge-small-en-v1.5,test,25,0.5198717713356018
Xenova/bge-small-en-v1.5,train,26,0.966771125793457
Xenova/bge-small-en-v1.5,val,26,0.3514018654823303
Xenova/bge-small-en-v1.5,test,26,0.5051282048225403
Xenova/bge-small-en-v1.5,train,27,0.969086229801178
Xenova/bge-small-en-v1.5,val,27,0.35950157046318054
Xenova/bge-small-en-v1.5,test,27,0.5211538672447205
Xenova/bge-small-en-v1.5,train,28,0.9715375900268555
Xenova/bge-small-en-v1.5,val,28,0.35077881813049316
Xenova/bge-small-en-v1.5,test,28,0.5153846144676208
Xenova/bge-small-en-v1.5,train,29,0.971946120262146
Xenova/bge-small-en-v1.5,val,29,0.33520248532295227
Xenova/bge-small-en-v1.5,test,29,0.49038460850715637
